# extracted from cty_wt_mod.dat on Sat Jan 31 07:33:02 2026Z
# prefix     lat+N   lng+E  DXCC
RC2L         55.00   33.00  54
RC2M         57.87   39.20  54
RC2N         58.55   43.68  54
RC2O         51.05   40.15  54
RC2P         53.92   37.58  54
RC2Q         51.05   40.15  54
RC2R         52.72   41.57  54
RC2S         54.40   40.60  54
RC2T         56.48   44.53  54
RC2U         57.02   41.52  54
RC2V         56.08   40.62  54
RC2W         51.75   36.02  54
RC2X         54.43   35.43  54
RC2Y         52.95   33.40  54
RC2Z         50.77   37.45  54
RC3A         55.75   37.62  54
RC3B         55.75   37.62  54
RC3C         55.75   37.62  54
RC3D         55.70   36.97  54
RC3E         52.85   36.43  54
RC3F         55.70   36.97  54
RC3G         52.70   39.15  54
RC3H         55.70   36.97  54
RC3I         57.15   34.62  54
RC3J         57.15   34.62  54
RC3K         51.05   40.15  54
RC3L         55.00   33.00  54
RC3M         57.87   39.20  54
RC3N         58.55   43.68  54
RC3O         51.05   40.15  54
RC3P         53.92   37.58  54
RC3Q         51.05   40.15  54
RC3R         52.72   41.57  54
RC3S         54.40   40.60  54
RC3T         56.48   44.53  54
RC3U         57.02   41.52  54
RC3V         56.08   40.62  54
RC3W         51.75   36.02  54
RC3X         54.43   35.43  54
RC3Y         52.95   33.40  54
RC3Z         50.77   37.45  54
RC4A         49.73   44.12  54
RC4B         49.73   44.12  54
RC4C         51.78   46.73  54
RC4D         51.78   46.73  54
RC4F         53.25   44.57  54
RC4H         53.45   50.45  54
RC4HT        53.45   50.45  54
RC4I         53.45   50.45  54
RC4L         53.95   47.92  54
RC4M         53.95   47.92  54
RC4N         58.77   49.83  54
RC4O         58.77   49.83  54
RC4P         55.55   50.93  54
RC4Q         55.55   50.93  54
RC4R         55.55   50.93  54
RC4S         56.70   47.87  54
RC4T         56.70   47.87  54
RC4U         54.43   44.45  54
RC4W         57.28   52.75  54
RC4Y         55.55   47.10  54
RC4Z         55.55   47.10  54
RC5A         55.75   37.62  54
RC5B         55.75   37.62  54
RC5B/8       58.70   61.33  15
RC5C         55.75   37.62  54
RC5D         55.70   36.97  54
RC5E         52.85   36.43  54
RC5F         55.70   36.97  54
RC5G         52.70   39.15  54
RC5H         55.70   36.97  54
RC5I         57.15   34.62  54
RC5J         57.15   34.62  54
RC5K         51.05   40.15  54
RC5L         55.00   33.00  54
RC5M         57.87   39.20  54
RC5N         58.55   43.68  54
RC5O         51.05   40.15  54
RC5P         53.92   37.58  54
RC5Q         51.05   40.15  54
RC5R         52.72   41.57  54
RC5S         54.40   40.60  54
RC5T         56.48   44.53  54
RC5U         57.02   41.52  54
RC5V         56.08   40.62  54
RC5W         51.75   36.02  54
RC5X         54.43   35.43  54
RC5Y         52.95   33.40  54
RC5Z         50.77   37.45  54
RC6A         45.37   39.43  54
RC6B         45.37   39.43  54
RC6C         45.37   39.43  54
RC6D         45.37   39.43  54
RC6E         43.92   41.78  54
RC6F         45.05   43.27  54
RC6G         45.05   43.27  54
RC6H         45.05   43.27  54
RC6I         46.57   45.32  54
RC6J         43.18   44.23  54
RC6K         44.93   34.10  54
RC6L         47.87   41.18  54
RC6M         47.87   41.18  54
RC6N         47.87   41.18  54
RC6P         43.40   45.72  54
RC6Q         43.20   44.97  54
RC6R         50.00   30.00  54
RC6T         45.05   43.27  54
RC6U         47.23   47.23  54
RC6V         47.23   47.23  54
RC6W         43.10   46.88  54
RC6X         43.58   43.40  54
RC6Y         44.65   40.00  54
RC7A         45.37   39.43  54
RC7B         45.37   39.43  54
RC7C         45.37   39.43  54
RC7D         45.37   39.43  54
RC7E         43.92   41.78  54
RC7F         45.05   43.27  54
RC7G         45.05   43.27  54
RC7H         45.05   43.27  54
RC7I         46.57   45.32  54
RC7J         43.18   44.23  54
RC7K         44.93   34.10  54
RC7L         47.87   41.18  54
RC7M         47.87   41.18  54
RC7N         47.87   41.18  54
RC7P         43.40   45.72  54
RC7Q         43.20   44.97  54
RC7R         50.00   30.00  54
RC7T         45.05   43.27  54
RC7U         47.23   47.23  54
RC7V         47.23   47.23  54
RC7W         43.10   46.88  54
RC7X         43.58   43.40  54
RC7Y         44.65   40.00  54
RC8          55.88   84.08  15
RC8A         54.75   60.70  15
RC8B         54.75   60.70  15
RC8C         58.70   61.33  15
RC8D         58.70   61.33  15
RC8E         58.70   61.33  15
RC8F         58.00   56.32  54
RC8G         58.00   56.32  54
RC8H         58.75   82.13  15
RC8I         58.75   82.13  15
RC8J         62.25   70.17  15
RC8K         65.30   74.03  15
RC8L         57.83   69.00  15
RC8M         56.22   73.27  15
RC8N         56.22   73.27  15
RC8O         55.45   79.55  15
RC8P         55.45   79.55  15
RC8Q         55.57   64.75  15
RC8R         55.57   64.75  15
RC8S         52.13   55.60  15
RC8T         52.13   55.60  15
RC8U         54.93   87.23  15
RC8V         54.93   87.23  15
RC8W         54.47   56.27  15
RC8X         64.28   54.47  54
RC8Y         52.77   82.62  15
RC8Z         50.92   86.92  15
RC9          55.88   84.08  15
RC9A         54.75   60.70  15
RC9B         54.75   60.70  15
RC9C         58.70   61.33  15
RC9D         58.70   61.33  15
RC9E         58.70   61.33  15
RC9F         58.00   56.32  54
RC9G         58.00   56.32  54
RC9H         58.75   82.13  15
RC9I         58.75   82.13  15
RC9J         62.25   70.17  15
RC9K         65.30   74.03  15
RC9L         57.83   69.00  15
RC9M         56.22   73.27  15
RC9N         56.22   73.27  15
RC9O         55.45   79.55  15
RC9P         55.45   79.55  15
RC9Q         55.57   64.75  15
RC9R         55.57   64.75  15
RC9S         52.13   55.60  15
RC9T         52.13   55.60  15
RC9U         54.93   87.23  15
RC9V         54.93   87.23  15
RC9W         54.47   56.27  15
RC9X         64.28   54.47  54
RC9Y         52.77   82.62  15
RC9Z         50.92   86.92  15
RD0          55.88   84.08  15
RD0A         59.88   91.67  15
RD0B         59.88   91.67  15
RD0C         54.80  136.83  15
RD0D         48.60  132.20  15
RD0E         50.55  142.60  15
RD0F         50.55  142.60  15
RD0G         53.55  127.83  15
RD0H         59.88   91.67  15
RD0I         62.90  153.70  15
RD0J         53.55  127.83  15
RD0K         66.67  171.00  15
RD0L         45.33  134.67  15
RD0M         45.33  134.67  15
RD0N         45.33  134.67  15
RD0O         53.80  109.33  15
RD0Q         66.40  129.17  15
RD0R         57.37  106.00  15
RD0S         57.37  106.00  15
RD0T         57.37  106.00  15
RD0U         54.00  118.00  15
RD0V         54.00  118.00  15
RD0W         53.50   90.00  15
RD0X         56.00  159.00  15
RD0Y         51.78   94.75  15
RD0Z         56.00  159.00  15
RD1A         59.95   30.30  54
RD1B         59.95   30.30  54
RD1C         60.05   31.75  54
RD1D         60.05   31.75  54
RD1F         59.95   30.30  54
RD1H         59.95   30.30  54
RD1I         64.28   54.47  54
RD1J         59.95   30.30  54
RD1L         59.95   30.30  54
RD1M         59.95   30.30  54
RD1N         63.82   33.00  54
RD1O         63.50   43.00  54
RD1P         68.83   54.83  54
RD1Q         60.08   40.45  54
RD1R         60.08   40.45  54
RD1S         60.08   40.45  54
RD1T         58.43   32.38  54
RD1W         57.32   29.25  54
RD1X         57.32   29.25  54
RD1Z         68.03   34.57  54
RD2A         55.75   37.62  54
RD2B         55.75   37.62  54
RD2C         55.75   37.62  54
RD2D         55.70   36.97  54
RD2E         52.85   36.43  54
RD2F         54.72   20.52  126
RD2G         52.70   39.15  54
RD2H         55.70   36.97  54
RD2I         57.15   34.62  54
RD2J         57.15   34.62  54
RD2K         54.72   20.52  126
RD2L         55.00   33.00  54
RD2M         57.87   39.20  54
RD2N         58.55   43.68  54
RD2O         51.05   40.15  54
RD2P         53.92   37.58  54
RD2Q         51.05   40.15  54
RD2R         52.72   41.57  54
RD2S         54.40   40.60  54
RD2T         56.48   44.53  54
RD2U         57.02   41.52  54
RD2V         56.08   40.62  54
RD2W         51.75   36.02  54
RD2X         54.43   35.43  54
RD2Y         52.95   33.40  54
RD2Z         50.77   37.45  54
RD3A         55.75   37.62  54
RD3B         55.75   37.62  54
RD3C         55.75   37.62  54
RD3D         55.70   36.97  54
RD3E         52.85   36.43  54
RD3F         55.70   36.97  54
RD3G         52.70   39.15  54
RD3H         55.70   36.97  54
RD3I         57.15   34.62  54
RD3J         57.15   34.62  54
RD3K         51.05   40.15  54
RD3L         55.00   33.00  54
RD3M         57.87   39.20  54
RD3N         58.55   43.68  54
RD3O         51.05   40.15  54
RD3P         53.92   37.58  54
RD3Q         51.05   40.15  54
RD3R         52.72   41.57  54
RD3S         54.40   40.60  54
RD3T         56.48   44.53  54
RD3U         57.02   41.52  54
RD3V         56.08   40.62  54
RD3W         51.75   36.02  54
RD3X         54.43   35.43  54
RD3Y         52.95   33.40  54
RD3Z         50.77   37.45  54
RD4A         49.73   44.12  54
RD4B         49.73   44.12  54
RD4C         51.78   46.73  54
RD4D         51.78   46.73  54
RD4F         53.25   44.57  54
RD4H         53.45   50.45  54
RD4I         53.45   50.45  54
RD4L         53.95   47.92  54
RD4M         53.95   47.92  54
RD4N         58.77   49.83  54
RD4O         58.77   49.83  54
RD4P         55.55   50.93  54
RD4Q         55.55   50.93  54
RD4R         55.55   50.93  54
RD4S         56.70   47.87  54
RD4T         56.70   47.87  54
RD4U         54.43   44.45  54
RD4W         57.28   52.75  54
RD4Y         55.55   47.10  54
RD4Z         55.55   47.10  54
RD5A         55.75   37.62  54
RD5B         55.75   37.62  54
RD5C         55.75   37.62  54
RD5D         55.70   36.97  54
RD5E         52.85   36.43  54
RD5F         55.70   36.97  54
RD5G         52.70   39.15  54
RD5H         55.70   36.97  54
RD5I         57.15   34.62  54
RD5J         57.15   34.62  54
RD5K         51.05   40.15  54
RD5L         55.00   33.00  54
RD5M         57.87   39.20  54
RD5N         58.55   43.68  54
RD5O         51.05   40.15  54
RD5P         53.92   37.58  54
RD5Q         51.05   40.15  54
RD5R         52.72   41.57  54
RD5S         54.40   40.60  54
RD5T         56.48   44.53  54
RD5U         57.02   41.52  54
RD5V         56.08   40.62  54
RD5W         51.75   36.02  54
RD5X         54.43   35.43  54
RD5Y         52.95   33.40  54
RD5Z         50.77   37.45  54
RD6A         45.37   39.43  54
RD6B         45.37   39.43  54
RD6C         45.37   39.43  54
RD6D         45.37   39.43  54
RD6E         43.92   41.78  54
RD6F         45.05   43.27  54
RD6G         45.05   43.27  54
RD6H         45.05   43.27  54
RD6I         46.57   45.32  54
RD6J         43.18   44.23  54
RD6K         44.93   34.10  54
RD6L         47.87   41.18  54
RD6M         47.87   41.18  54
RD6N         47.87   41.18  54
RD6P         43.40   45.72  54
RD6Q         43.20   44.97  54
RD6R         50.00   30.00  54
RD6T         45.05   43.27  54
RD6U         47.23   47.23  54
RD6V         47.23   47.23  54
RD6W         43.10   46.88  54
RD6X         43.58   43.40  54
RD6Y         44.65   40.00  54
RD7A         45.37   39.43  54
RD7B         45.37   39.43  54
RD7C         45.37   39.43  54
RD7D         45.37   39.43  54
RD7E         43.92   41.78  54
RD7F         45.05   43.27  54
RD7G         45.05   43.27  54
RD7H         45.05   43.27  54
RD7I         46.57   45.32  54
RD7J         43.18   44.23  54
RD7K         44.93   34.10  54
RD7L         47.87   41.18  54
RD7M         47.87   41.18  54
RD7N         47.87   41.18  54
RD7P         43.40   45.72  54
RD7Q         43.20   44.97  54
RD7R         50.00   30.00  54
RD7T         45.05   43.27  54
RD7U         47.23   47.23  54
RD7V         47.23   47.23  54
RD7W         43.10   46.88  54
RD7X         43.58   43.40  54
RD7Y         44.65   40.00  54
RD8          55.88   84.08  15
RD8A         54.75   60.70  15
RD8B         54.75   60.70  15
RD8C         58.70   61.33  15
RD8D         58.70   61.33  15
RD8E         58.70   61.33  15
RD8F         58.00   56.32  54
RD8G         58.00   56.32  54
RD8H         58.75   82.13  15
RD8I         58.75   82.13  15
RD8J         62.25   70.17  15
RD8K         65.30   74.03  15
RD8L         57.83   69.00  15
RD8M         56.22   73.27  15
RD8N         56.22   73.27  15
RD8O         55.45   79.55  15
RD8P         55.45   79.55  15
RD8Q         55.57   64.75  15
RD8R         55.57   64.75  15
RD8S         52.13   55.60  15
RD8T         52.13   55.60  15
RD8U         54.93   87.23  15
RD8V         54.93   87.23  15
RD8W         54.47   56.27  15
RD8X         64.28   54.47  54
RD8Y         52.77   82.62  15
RD8Z         50.92   86.92  15
RD9          55.88   84.08  15
RD9A         54.75   60.70  15
RD9B         54.75   60.70  15
RD9C         58.70   61.33  15
RD9D         58.70   61.33  15
RD9E         58.70   61.33  15
RD9F         58.00   56.32  54
RD9G         58.00   56.32  54
RD9H         58.75   82.13  15
RD9I         58.75   82.13  15
RD9J         62.25   70.17  15
RD9K         65.30   74.03  15
RD9L         57.83   69.00  15
RD9M         56.22   73.27  15
RD9N         56.22   73.27  15
RD9O         55.45   79.55  15
RD9P         55.45   79.55  15
RD9Q         55.57   64.75  15
RD9R         55.57   64.75  15
RD9S         52.13   55.60  15
RD9T         52.13   55.60  15
RD9U         54.93   87.23  15
RD9V         54.93   87.23  15
RD9W         54.47   56.27  15
RD9X         64.28   54.47  54
RD9Y         52.77   82.62  15
RD9Z         50.92   86.92  15
RE0          55.88   84.08  15
RE0A         59.88   91.67  15
RE0B         59.88   91.67  15
RE0C         54.80  136.83  15
RE0D         48.60  132.20  15
RE0E         50.55  142.60  15
RE0F         50.55  142.60  15
RE0G         53.55  127.83  15
RE0H         59.88   91.67  15
RE0I         62.90  153.70  15
RE0J         53.55  127.83  15
RE0K         66.67  171.00  15
RE0L         45.33  134.67  15
RE0M         45.33  134.67  15
RE0N         45.33  134.67  15
RE0O         53.80  109.33  15
RE0Q         66.40  129.17  15
RE0R         57.37  106.00  15
RE0S         57.37  106.00  15
RE0T         57.37  106.00  15
RE0U         54.00  118.00  15
RE0V         54.00  118.00  15
RE0W         53.50   90.00  15
RE0X         56.00  159.00  15
RE0Y         51.78   94.75  15
RE0Z         56.00  159.00  15
RE1A         59.95   30.30  54
RE1B         59.95   30.30  54
RE1C         60.05   31.75  54
RE1D         60.05   31.75  54
RE1F         59.95   30.30  54
RE1H         59.95   30.30  54
RE1I         64.28   54.47  54
RE1J         59.95   30.30  54
RE1L         59.95   30.30  54
RE1M         59.95   30.30  54
RE1N         63.82   33.00  54
RE1O         63.50   43.00  54
RE1P         68.83   54.83  54
RE1Q         60.08   40.45  54
RE1R         60.08   40.45  54
RE1S         60.08   40.45  54
RE1T         58.43   32.38  54
RE1W         57.32   29.25  54
RE1X         57.32   29.25  54
RE1Z         68.03   34.57  54
RE2A         55.75   37.62  54
RE2B         55.75   37.62  54
RE2C         55.75   37.62  54
RE2D         55.70   36.97  54
RE2E         52.85   36.43  54
RE2F         54.72   20.52  126
RE2G         52.70   39.15  54
RE2H         55.70   36.97  54
RE2I         57.15   34.62  54
RE2J         57.15   34.62  54
RE2K         54.72   20.52  126
RE2L         55.00   33.00  54
RE2M         57.87   39.20  54
RE2N         58.55   43.68  54
RE2O         51.05   40.15  54
RE2P         53.92   37.58  54
RE2Q         51.05   40.15  54
RE2R         52.72   41.57  54
RE2S         54.40   40.60  54
RE2T         56.48   44.53  54
RE2U         57.02   41.52  54
RE2V         56.08   40.62  54
RE2W         51.75   36.02  54
RE2X         54.43   35.43  54
RE2Y         52.95   33.40  54
RE2Z         50.77   37.45  54
RE3A         55.75   37.62  54
RE3B         55.75   37.62  54
RE3C         55.75   37.62  54
RE3D         55.70   36.97  54
RE3E         52.85   36.43  54
RE3F         55.70   36.97  54
RE3G         52.70   39.15  54
RE3H         55.70   36.97  54
RE3I         57.15   34.62  54
RE3J         57.15   34.62  54
RE3K         51.05   40.15  54
RE3L         55.00   33.00  54
RE3M         57.87   39.20  54
RE3N         58.55   43.68  54
RE3O         51.05   40.15  54
